order_id,cost,kiosk_number,date_ordered
11299,13.07,4,05/14/2022
11300,5.78,2,05/14/2022
11301,6.07,3,05/14/2022
11302,1.49,1,05/14/2022
11303,19.26,1,05/14/2022
11304,5.28,4,05/14/2022
11305,4.18,3,05/14/2022
11306,9.97,1,05/14/2022
11307,15.16,2,05/14/2022
11308,21.52,2,05/14/2022
11309,9.45,4,05/14/2022
11310,15.46,1,05/14/2022
11311,5.77,3,05/14/2022
11312,6.29,4,05/14/2022
11313,9.84,1,05/14/2022
11314,23.52,1,05/14/2022
11315,14.86,1,05/14/2022
11316,16.13,3,05/14/2022
11317,23.74,2,05/14/2022
11318,5.19,1,05/14/2022
11319,5.97,2,05/14/2022
11320,17.82,4,05/14/2022
11321,17.79,1,05/14/2022
11322,6.07,1,05/14/2022
11323,1.99,3,05/14/2022
11324,17.67,4,05/14/2022
11325,13.96,4,05/14/2022
11326,6.94,3,05/14/2022
11327,5.98,1,05/14/2022
11328,11.83,4,05/14/2022
11329,11.97,4,05/14/2022
11330,9.25,1,05/14/2022
11331,9.78,4,05/14/2022
11332,9.78,1,05/14/2022
11333,20.95,2,05/14/2022
11334,5.38,4,05/14/2022
11335,5.19,4,05/14/2022
11336,6.15,3,05/14/2022
11337,11.23,1,05/14/2022
11338,17.75,1,05/14/2022
11339,11.13,4,05/14/2022
11340,4.19,4,05/14/2022
11341,12.26,1,05/14/2022
11342,23.36,3,05/14/2022
11343,26.48,2,05/14/2022
11344,3.09,1,05/14/2022
11345,12.17,4,05/14/2022
11346,26.07,3,05/14/2022
11347,12.53,3,05/14/2022
11348,25.08,3,05/14/2022
11349,3.79,3,05/14/2022
11350,13.8,4,05/14/2022
11351,13.28,3,05/14/2022
11352,18.42,1,05/14/2022
11353,9.77,4,05/14/2022
11354,29.96,4,05/15/2022
11355,23.98,1,05/15/2022
11356,8.64,2,05/15/2022
11357,9.94,4,05/15/2022
11358,12.07,3,05/15/2022
11359,13.16,2,05/15/2022
11360,20.79,4,05/15/2022
11361,16.19,4,05/15/2022
11362,11.17,4,05/15/2022
11363,16.32,1,05/15/2022
11364,22.83,1,05/15/2022
11365,9.83,1,05/15/2022
11366,12.76,1,05/15/2022
11367,10.17,3,05/15/2022
11368,10.59,3,05/15/2022
11369,8.68,4,05/15/2022
11370,31.27,4,05/15/2022
11371,15.13,2,05/15/2022
11372,26.87,3,05/15/2022
11373,7.79,1,05/15/2022
11374,24.71,4,05/15/2022
11375,15.43,4,05/15/2022
11376,13.37,1,05/15/2022
11377,4.09,3,05/15/2022
11378,14.07,1,05/15/2022
11379,11.88,1,05/15/2022
11380,1.29,4,05/15/2022
11381,25.57,1,05/15/2022
11382,6.88,4,05/15/2022
11383,13.16,4,05/15/2022
11384,6.18,1,05/15/2022
11385,17.24,2,05/15/2022
11386,6.48,4,05/15/2022
11387,16.13,3,05/15/2022
11388,8.34,2,05/15/2022
11389,8.98,1,05/15/2022
11390,11.17,2,05/15/2022
11391,15.18,3,05/15/2022
11392,9.25,4,05/15/2022
11393,13.87,1,05/15/2022
11394,14.27,2,05/15/2022
11395,10.24,1,05/15/2022
11396,9.74,3,05/15/2022
11397,10.13,1,05/15/2022
11398,19.01,1,05/15/2022
11399,18.89,3,05/15/2022
11400,7.58,3,05/15/2022
11401,31.01,4,05/15/2022
11402,16.25,3,05/15/2022
11403,6.68,3,05/15/2022
11404,4.19,3,05/15/2022
11405,23.37,3,05/15/2022
11406,22.92,3,05/15/2022
11407,11.73,2,05/15/2022
11408,13.09,3,05/15/2022
11409,13.12,1,05/15/2022
11410,2.69,3,05/15/2022
11411,10.18,2,05/15/2022
11412,21.09,1,05/15/2022
11413,21.31,4,05/15/2022
11414,8.48,3,05/15/2022
11415,10.57,2,05/15/2022
11416,16.03,3,05/15/2022
11417,6.29,4,05/15/2022
11418,9.44,2,05/15/2022
11419,13.64,1,05/15/2022
11420,6.58,1,05/15/2022
11421,12.43,2,05/15/2022
11422,15.02,4,05/15/2022
11423,10.07,2,05/15/2022
11424,13.34,4,05/15/2022
11425,8.93,4,05/15/2022
11426,11.24,1,05/15/2022
11427,14.33,3,05/15/2022
11428,4.19,2,05/15/2022
11429,5.59,1,05/15/2022
11430,7.79,1,05/15/2022
11431,20.41,3,05/15/2022
11432,9.88,2,05/15/2022
11433,7.74,1,05/15/2022
11434,17.11,3,05/15/2022
11435,5.08,2,05/15/2022
11436,16.56,1,05/15/2022
11437,11.03,4,05/15/2022
11438,13.19,1,05/15/2022
11439,23.48,2,05/15/2022
11440,15.33,3,05/15/2022
11441,9.07,3,05/15/2022
11442,4.88,3,05/15/2022
11443,11.63,4,05/15/2022
11444,9.83,4,05/15/2022
11445,6.28,1,05/15/2022
11446,17.04,4,05/15/2022
11447,16.13,2,05/15/2022
11448,23.05,1,05/15/2022
11449,9.45,2,05/15/2022
11450,13.96,1,05/15/2022
11451,17.79,1,05/15/2022
11452,15.69,2,05/15/2022
11453,12.24,2,05/15/2022
11454,21.2,2,05/15/2022
11455,10.78,4,05/15/2022
11456,11.42,2,05/15/2022
11457,14.86,4,05/15/2022
11458,13.94,3,05/15/2022
11459,20.48,1,05/15/2022
11460,5.35,1,05/15/2022
11461,2.39,1,05/15/2022
11462,29.71,3,05/15/2022
11463,11.98,2,05/15/2022
11464,18.31,1,05/15/2022
11465,11.54,2,05/15/2022
11466,15.56,2,05/15/2022
11467,6.18,1,05/15/2022
11468,29.87,2,05/15/2022
11469,16.39,1,05/15/2022
11470,20.08,4,05/15/2022
11471,15.16,4,05/15/2022
11472,8.87,2,05/15/2022
11473,7.08,4,05/15/2022
11474,15.72,4,05/15/2022
11475,4.49,2,05/15/2022
11476,4.38,2,05/15/2022
11477,7.58,2,05/15/2022
11478,3.79,1,05/15/2022
11479,10.03,4,05/15/2022
11480,27.64,3,05/15/2022
11481,23.33,1,05/15/2022
11482,11.32,1,05/15/2022
11483,18.13,4,05/15/2022
11484,24.64,2,05/15/2022
11485,8.64,4,05/15/2022
11486,4.09,3,05/15/2022
11487,7.88,2,05/15/2022
11488,4.38,4,05/15/2022
11489,9.37,4,05/15/2022
11490,16.62,1,05/15/2022
11491,29.28,4,05/15/2022
11492,10.38,1,05/15/2022
11493,18.42,3,05/15/2022
11494,12.47,2,05/15/2022
11495,4.55,3,05/15/2022
11496,23.11,4,05/15/2022
11497,11.67,1,05/15/2022
11498,4.19,4,05/15/2022
11499,4.38,2,05/15/2022
11500,10.38,2,05/15/2022
11501,15.04,1,05/15/2022
11502,18.46,3,05/15/2022
11503,16.23,4,05/15/2022
11504,4.38,1,05/15/2022
11505,17.73,1,05/15/2022
11506,11.36,2,05/15/2022
11507,10.77,1,05/15/2022
11508,14.97,3,05/15/2022
11509,19.42,4,05/15/2022
11510,14.34,4,05/15/2022
11511,22.21,2,05/15/2022
11512,17.82,4,05/15/2022
11513,6.94,4,05/15/2022
11514,13.57,1,05/15/2022
11515,13.43,4,05/15/2022
11516,5.35,2,05/15/2022
11517,15.27,4,05/15/2022
11518,17.17,2,05/15/2022
11519,2.69,1,05/15/2022
11520,4.38,1,05/15/2022
11521,17.02,3,05/15/2022
11522,10.67,2,05/15/2022
11523,16.07,1,05/15/2022
11524,11.88,1,05/15/2022
11525,24.21,1,05/15/2022
11526,13.64,2,05/15/2022
11527,19.43,1,05/15/2022
11528,20.17,4,05/15/2022
11529,13.09,1,05/15/2022
11530,22.16,3,05/15/2022
11531,32.33,4,05/15/2022
11532,7.45,4,05/15/2022
11533,7.78,4,05/15/2022
11534,12.63,4,05/15/2022
11535,17.79,1,05/15/2022
11536,10.77,3,05/15/2022
11537,2.69,3,05/15/2022
11538,16.85,3,05/15/2022
11539,9.44,1,05/15/2022
11540,8.37,2,05/15/2022
11541,17.69,1,05/15/2022
11542,12.33,3,05/15/2022
11543,12.29,4,05/15/2022
11544,24.73,2,05/15/2022
11545,7.74,1,05/15/2022
11546,13.93,3,05/15/2022
11547,21.06,3,05/15/2022
11548,22.48,1,05/15/2022
11549,20.02,1,05/15/2022
11550,5.98,2,05/15/2022
11551,21.72,4,05/15/2022
11552,18.95,4,05/15/2022
11553,23.51,3,05/15/2022
11554,15.82,3,05/15/2022
11555,24.46,2,05/15/2022
11556,14.86,2,05/15/2022
11557,21.35,1,05/15/2022
11558,2.69,1,05/15/2022
11559,17.99,3,05/15/2022
11560,26.58,4,05/15/2022
11561,4.88,4,05/15/2022
11562,14.0,3,05/15/2022
11563,11.88,3,05/15/2022
11564,6.29,2,05/15/2022
11565,6.17,1,05/15/2022
11566,13.96,2,05/15/2022
11567,17.42,3,05/15/2022
11568,8.07,3,05/15/2022
11569,9.28,2,05/15/2022
11570,13.17,2,05/15/2022
11571,22.87,2,05/15/2022
11572,6.58,2,05/15/2022
11573,13.02,4,05/15/2022
11574,22.1,1,05/15/2022
11575,18.98,2,05/15/2022
11576,16.73,1,05/15/2022
11577,31.5,2,05/15/2022
11578,18.65,3,05/15/2022
11579,10.73,3,05/15/2022
11580,7.69,4,05/15/2022
11581,8.97,2,05/15/2022
11582,11.98,3,05/15/2022
11583,11.18,1,05/15/2022
11584,9.67,4,05/15/2022
11585,16.56,4,05/15/2022
11586,5.48,4,05/15/2022
11587,13.17,1,05/15/2022
11588,15.96,1,05/15/2022
11589,23.17,3,05/15/2022
11590,16.23,1,05/15/2022
11591,14.68,4,05/15/2022
11592,12.53,3,05/15/2022
11593,17.65,4,05/15/2022
11594,17.33,1,05/15/2022
11595,15.93,3,05/16/2022
11596,15.82,4,05/16/2022
11597,8.68,2,05/16/2022
11598,6.38,3,05/16/2022
11599,21.71,3,05/16/2022
11600,27.9,4,05/16/2022
11601,12.34,2,05/16/2022
11602,27.27,4,05/16/2022
11603,15.63,3,05/16/2022
11604,11.64,1,05/16/2022
11605,19.98,2,05/16/2022
11606,29.48,2,05/16/2022
11607,16.07,4,05/16/2022
11608,21.58,1,05/16/2022
11609,28.53,4,05/16/2022
11610,22.12,3,05/16/2022
11611,4.38,4,05/16/2022
11612,21.46,3,05/16/2022
11613,20.02,1,05/16/2022
11614,16.17,1,05/16/2022
11615,17.02,1,05/16/2022
11616,7.77,1,05/16/2022
11617,8.74,4,05/16/2022
11618,4.19,1,05/16/2022
11619,10.87,1,05/16/2022
11620,15.22,3,05/16/2022
11621,14.66,3,05/16/2022
11622,20.42,4,05/16/2022
11623,20.88,2,05/16/2022
11624,5.58,4,05/16/2022
11625,22.82,3,05/16/2022
11626,20.72,2,05/16/2022
11627,14.0,4,05/16/2022
11628,15.41,2,05/16/2022
11629,8.07,1,05/16/2022
11630,9.04,1,05/16/2022
11631,11.39,1,05/16/2022
11632,10.17,3,05/16/2022
11633,2.89,2,05/16/2022
11634,14.8,1,05/16/2022
11635,2.89,4,05/16/2022
11636,17.62,4,05/16/2022
11637,17.22,3,05/16/2022
11638,19.28,4,05/16/2022
11639,22.55,4,05/16/2022
11640,25.73,2,05/16/2022
11641,27.41,3,05/16/2022
11642,10.83,2,05/16/2022
11643,10.59,2,05/16/2022
11644,14.63,1,05/16/2022
11645,5.59,1,05/16/2022
11646,6.78,4,05/16/2022
11647,15.36,2,05/16/2022
11648,15.42,4,05/16/2022
11649,16.99,4,05/16/2022
11650,11.75,1,05/16/2022
11651,14.23,4,05/16/2022
11652,18.36,2,05/16/2022
11653,25.98,3,05/16/2022
11654,1.49,3,05/16/2022
11655,10.47,4,05/16/2022
11656,27.21,4,05/16/2022
11657,6.48,4,05/16/2022
11658,8.37,3,05/16/2022
11659,6.88,2,05/16/2022
11660,15.43,2,05/16/2022
11661,17.23,2,05/16/2022
11662,8.74,4,05/16/2022
11663,7.74,1,05/16/2022
11664,16.12,3,05/16/2022
11665,10.58,4,05/16/2022
11666,16.21,1,05/16/2022
11667,11.94,1,05/16/2022
11668,25.86,3,05/16/2022
11669,9.68,2,05/16/2022
11670,19.06,1,05/16/2022
11671,14.33,3,05/16/2022
11672,18.98,1,05/16/2022
11673,19.88,1,05/16/2022
11674,21.98,2,05/16/2022
11675,16.13,3,05/16/2022
11676,14.83,1,05/16/2022
11677,16.19,2,05/16/2022
11678,13.42,3,05/16/2022
11679,14.36,3,05/16/2022
11680,10.27,4,05/16/2022
11681,12.0,4,05/16/2022
11682,7.18,3,05/16/2022
11683,9.37,2,05/16/2022
11684,13.73,3,05/16/2022
11685,17.57,1,05/16/2022
11686,8.28,4,05/16/2022
11687,2.39,3,05/16/2022
11688,2.89,4,05/16/2022
11689,2.69,2,05/16/2022
11690,16.72,2,05/16/2022
11691,19.81,2,05/16/2022
11692,12.62,3,05/16/2022
11693,13.23,3,05/16/2022
11694,20.06,4,05/16/2022
11695,12.23,3,05/16/2022
11696,11.63,2,05/16/2022
11697,8.74,4,05/16/2022
11698,23.41,1,05/16/2022
11699,11.49,4,05/16/2022
11700,22.96,3,05/16/2022
11701,14.86,4,05/16/2022
11702,4.88,1,05/16/2022
11703,12.44,2,05/16/2022
11704,12.93,2,05/16/2022
11705,28.97,2,05/16/2022
11706,4.19,3,05/16/2022
11707,4.19,2,05/16/2022
11708,13.94,3,05/16/2022
11709,1.29,1,05/16/2022
11710,2.39,4,05/16/2022
11711,13.97,3,05/16/2022
11712,2.39,3,05/16/2022
11713,5.97,2,05/16/2022
11714,32.54,4,05/16/2022
11715,6.48,3,05/16/2022
11716,12.95,2,05/16/2022
11717,5.59,1,05/16/2022
11718,11.06,2,05/16/2022
11719,13.53,4,05/16/2022
11720,32.3,2,05/16/2022
11721,18.18,3,05/16/2022
11722,6.47,2,05/16/2022
11723,18.62,2,05/16/2022
11724,10.57,4,05/16/2022
11725,12.73,3,05/16/2022
11726,16.25,3,05/16/2022
11727,12.17,1,05/16/2022
11728,21.57,3,05/16/2022
11729,4.49,4,05/16/2022
11730,10.54,1,05/16/2022
11731,16.13,3,05/16/2022
11732,13.54,2,05/16/2022
11733,11.34,3,05/16/2022
11734,4.48,1,05/16/2022
11735,6.28,3,05/16/2022
11736,6.58,3,05/16/2022
11737,14.84,2,05/16/2022
11738,20.08,2,05/16/2022
11739,19.32,4,05/16/2022
11740,4.48,4,05/16/2022
11741,2.49,1,05/16/2022
11742,20.09,2,05/16/2022
11743,25.87,2,05/16/2022
11744,10.77,4,05/16/2022
11745,8.84,2,05/16/2022
11746,9.08,2,05/16/2022
11747,20.91,2,05/16/2022
11748,21.08,1,05/16/2022
11749,11.23,3,05/16/2022
11750,15.13,2,05/16/2022
11751,6.04,4,05/16/2022
11752,14.07,3,05/16/2022
11753,13.67,4,05/16/2022
11754,10.08,4,05/16/2022
11755,20.33,1,05/16/2022
11756,16.23,3,05/16/2022
11757,11.47,4,05/16/2022
11758,11.87,4,05/16/2022
11759,20.28,2,05/16/2022
11760,8.68,4,05/16/2022
11761,20.91,4,05/16/2022
11762,9.57,3,05/16/2022
11763,7.24,4,05/16/2022
11764,29.38,4,05/16/2022
11765,11.88,4,05/16/2022
11766,19.13,1,05/16/2022
11767,2.29,4,05/16/2022
11768,24.07,2,05/16/2022
11769,17.71,2,05/16/2022
11770,8.64,3,05/16/2022
11771,11.24,2,05/16/2022
11772,6.58,1,05/16/2022
11773,3.38,1,05/16/2022
11774,25.71,2,05/16/2022
11775,9.87,3,05/16/2022
11776,16.07,4,05/16/2022
11777,6.84,3,05/16/2022
11778,12.72,4,05/16/2022
11779,14.96,4,05/16/2022
11780,8.34,3,05/16/2022
11781,22.47,4,05/16/2022
11782,33.29,3,05/16/2022
11783,9.25,1,05/16/2022
11784,14.73,1,05/16/2022
11785,34.87,3,05/16/2022
11786,16.95,4,05/16/2022
11787,17.57,2,05/16/2022
11788,5.19,4,05/16/2022
11789,12.93,1,05/16/2022
11790,6.58,1,05/16/2022
11791,9.07,3,05/16/2022
11792,8.38,2,05/16/2022
11793,7.77,2,05/16/2022
11794,10.68,4,05/16/2022
11795,21.18,1,05/16/2022
11796,20.61,4,05/16/2022
11797,17.26,1,05/16/2022
11798,9.17,2,05/16/2022
11799,21.11,2,05/16/2022
11800,12.55,1,05/16/2022
11801,2.89,4,05/16/2022
11802,17.32,2,05/16/2022
11803,11.13,2,05/16/2022
11804,4.78,1,05/16/2022
11805,18.13,4,05/16/2022
11806,14.43,4,05/16/2022
11807,19.77,1,05/16/2022
11808,20.22,4,05/16/2022
11809,17.93,2,05/16/2022
11810,13.26,4,05/16/2022
11811,15.63,2,05/16/2022
11812,17.14,2,05/16/2022
11813,9.03,3,05/16/2022
11814,1.29,2,05/16/2022
11815,6.08,3,05/16/2022
11816,4.19,1,05/16/2022
11817,12.88,3,05/16/2022
11818,23.37,4,05/16/2022
11819,22.31,1,05/16/2022
11820,22.34,1,05/16/2022
11821,9.87,1,05/16/2022
11822,8.28,1,05/16/2022
11823,12.79,4,05/16/2022
11824,5.28,2,05/16/2022
11825,3.09,4,05/16/2022
11826,9.07,3,05/16/2022
11827,6.15,3,05/16/2022
11828,19.52,2,05/16/2022
11829,12.73,3,05/16/2022
11830,12.67,1,05/16/2022
11831,10.67,2,05/16/2022
11832,20.09,2,05/16/2022
11833,12.06,2,05/16/2022
11834,17.79,4,05/16/2022
11835,5.68,3,05/16/2022
11836,14.58,3,05/16/2022
11837,17.32,3,05/16/2022
11838,21.17,2,05/16/2022
11839,13.03,3,05/16/2022
11840,6.15,3,05/16/2022
11841,25.01,1,05/16/2022
11842,5.08,1,05/16/2022
11843,3.78,2,05/16/2022
11844,12.14,4,05/16/2022
11845,2.29,3,05/16/2022
11846,35.66,3,05/16/2022
11847,15.83,2,05/16/2022
11848,13.64,1,05/17/2022
11849,9.45,3,05/17/2022
11850,9.78,1,05/17/2022
11851,12.96,1,05/17/2022
11852,2.39,2,05/17/2022
11853,4.55,4,05/17/2022
11854,15.26,3,05/17/2022
11855,3.09,4,05/17/2022
11856,4.49,3,05/17/2022
11857,32.13,4,05/17/2022
11858,22.93,4,05/17/2022
11859,11.43,4,05/17/2022
11860,6.68,4,05/17/2022
11861,12.03,4,05/17/2022
11862,1.29,1,05/17/2022
11863,20.01,2,05/17/2022
11864,13.63,1,05/17/2022
11865,25.39,2,05/17/2022
11866,14.16,4,05/17/2022
11867,20.28,2,05/17/2022
11868,9.32,2,05/17/2022
11869,8.84,1,05/17/2022
11870,11.94,2,05/17/2022
11871,17.58,3,05/17/2022
11872,2.69,2,05/17/2022
11873,19.14,2,05/17/2022
11874,11.66,4,05/17/2022
11875,10.73,4,05/17/2022
11876,12.14,2,05/17/2022
11877,21.92,4,05/17/2022
11878,17.22,3,05/17/2022
11879,12.06,2,05/17/2022
11880,11.18,1,05/17/2022
11881,16.53,2,05/17/2022
11882,6.18,1,05/17/2022
11883,25.48,3,05/17/2022
11884,14.22,2,05/17/2022
11885,16.89,3,05/17/2022
11886,15.85,3,05/17/2022
11887,2.39,1,05/17/2022
11888,4.98,2,05/17/2022
11889,20.22,3,05/17/2022
11890,19.77,1,05/17/2022
11891,27.44,3,05/17/2022
11892,12.76,4,05/17/2022
11893,16.63,4,05/17/2022
11894,13.24,3,05/17/2022
11895,23.54,4,05/17/2022
11896,15.42,2,05/17/2022
11897,21.95,4,05/17/2022
11898,22.15,2,05/17/2022
11899,13.93,3,05/17/2022
11900,13.29,2,05/17/2022
11901,17.21,3,05/17/2022
11902,14.47,2,05/17/2022
11903,12.53,3,05/17/2022
11904,11.17,1,05/17/2022
11905,23.11,1,05/17/2022
11906,7.58,3,05/17/2022
11907,13.07,1,05/17/2022
11908,2.89,3,05/17/2022
11909,4.49,2,05/17/2022
11910,14.97,2,05/17/2022
11911,16.66,3,05/17/2022
11912,12.98,4,05/17/2022
11913,16.67,3,05/17/2022
11914,2.39,3,05/17/2022
11915,14.12,4,05/17/2022
11916,15.48,2,05/17/2022
11917,16.53,3,05/17/2022
11918,10.7,2,05/17/2022
11919,7.98,3,05/17/2022
11920,17.92,4,05/17/2022
11921,4.98,3,05/17/2022
11922,13.44,1,05/17/2022
11923,7.79,1,05/17/2022
11924,19.79,3,05/17/2022
11925,17.79,4,05/17/2022
11926,26.03,1,05/17/2022
11927,15.06,3,05/17/2022
11928,4.55,3,05/17/2022
11929,19.83,3,05/17/2022
11930,17.78,3,05/17/2022
11931,3.79,4,05/17/2022
11932,4.09,1,05/17/2022
11933,22.97,2,05/17/2022
11934,20.91,3,05/17/2022
11935,17.92,4,05/17/2022
11936,1.29,1,05/17/2022
11937,8.74,4,05/17/2022
11938,15.03,3,05/17/2022
11939,12.79,1,05/17/2022
11940,19.48,2,05/17/2022
11941,2.89,4,05/17/2022
11942,3.68,4,05/17/2022
11943,18.09,2,05/17/2022
11944,13.27,4,05/17/2022
11945,9.57,4,05/17/2022
11946,16.83,1,05/17/2022
11947,10.48,3,05/17/2022
11948,14.17,3,05/17/2022
11949,9.84,3,05/17/2022
11950,4.09,3,05/17/2022
11951,16.89,1,05/17/2022
11952,14.0,4,05/17/2022
11953,18.72,4,05/17/2022
11954,14.13,3,05/17/2022
11955,7.98,2,05/17/2022
11956,17.86,1,05/17/2022
11957,6.07,4,05/17/2022
11958,13.06,2,05/17/2022
11959,6.58,3,05/17/2022
11960,4.55,2,05/17/2022
11961,15.87,1,05/17/2022
11962,15.19,2,05/17/2022
11963,26.51,3,05/17/2022
11964,12.0,4,05/17/2022
11965,13.64,1,05/17/2022
11966,12.82,4,05/17/2022
11967,13.64,2,05/17/2022
11968,26.41,2,05/17/2022
11969,12.06,3,05/17/2022
11970,11.34,3,05/17/2022
11971,11.07,3,05/17/2022
11972,6.94,3,05/17/2022
11973,7.64,3,05/17/2022
11974,5.28,1,05/17/2022
11975,7.77,4,05/17/2022
11976,9.87,3,05/17/2022
11977,16.22,1,05/17/2022
11978,12.89,3,05/17/2022
11979,23.21,4,05/17/2022
11980,14.13,2,05/17/2022
11981,4.09,3,05/17/2022
11982,6.38,1,05/17/2022
11983,13.93,4,05/17/2022
11984,14.53,3,05/17/2022
11985,11.78,2,05/17/2022
11986,24.5,1,05/17/2022
11987,6.97,2,05/17/2022
11988,9.08,1,05/17/2022
11989,21.02,1,05/17/2022
11990,7.97,2,05/17/2022
11991,11.27,2,05/17/2022
11992,2.89,3,05/17/2022
11993,18.56,3,05/17/2022
11994,2.29,3,05/17/2022
11995,22.58,3,05/17/2022
11996,14.55,4,05/17/2022
11997,21.4,4,05/17/2022
11998,2.49,4,05/17/2022
11999,15.53,3,05/17/2022
12000,20.21,1,05/17/2022
12001,27.24,1,05/17/2022
12002,22.07,4,05/17/2022
12003,11.16,2,05/17/2022
12004,10.27,4,05/17/2022
12005,8.98,1,05/17/2022
12006,8.98,1,05/17/2022
12007,10.48,2,05/17/2022
12008,5.58,2,05/17/2022
12009,10.07,1,05/17/2022
12010,17.83,1,05/17/2022
12011,14.67,4,05/17/2022
12012,15.73,2,05/17/2022
12013,18.16,3,05/17/2022
12014,9.45,3,05/17/2022
12015,14.86,4,05/17/2022
12016,9.27,4,05/17/2022
12017,18.82,2,05/17/2022
12018,21.51,3,05/17/2022
12019,24.98,2,05/17/2022
12020,8.68,2,05/17/2022
12021,23.05,4,05/17/2022
12022,16.73,1,05/17/2022
12023,4.55,2,05/17/2022
12024,4.49,4,05/17/2022
12025,4.18,2,05/17/2022
12026,12.92,2,05/17/2022
12027,8.97,3,05/17/2022
12028,20.8,3,05/17/2022
12029,18.03,4,05/17/2022
12030,16.49,3,05/17/2022
12031,25.42,2,05/17/2022
12032,9.78,1,05/17/2022
12033,2.69,3,05/17/2022
12034,6.94,2,05/17/2022
12035,24.13,3,05/17/2022
12036,18.24,3,05/17/2022
12037,12.33,2,05/17/2022
12038,22.98,2,05/17/2022
12039,14.56,2,05/17/2022
12040,18.18,4,05/17/2022
12041,3.79,3,05/17/2022
12042,11.88,2,05/17/2022
12043,20.69,4,05/17/2022
12044,29.08,3,05/17/2022
12045,16.49,1,05/17/2022
12046,14.75,2,05/17/2022
12047,14.67,1,05/17/2022
12048,10.76,1,05/17/2022
12049,12.43,2,05/17/2022
12050,14.63,2,05/17/2022
12051,9.04,1,05/17/2022
12052,13.72,4,05/17/2022
12053,22.76,1,05/17/2022
12054,11.83,2,05/17/2022
12055,1.99,1,05/17/2022
12056,16.26,3,05/17/2022
12057,9.44,4,05/17/2022
12058,27.12,2,05/17/2022
12059,3.09,1,05/17/2022
12060,8.87,1,05/17/2022
12061,15.72,1,05/17/2022
12062,4.55,4,05/17/2022
12063,14.63,1,05/17/2022
12064,7.45,2,05/17/2022
12065,12.67,3,05/17/2022
12066,18.27,2,05/17/2022
12067,19.39,2,05/17/2022
12068,4.55,1,05/17/2022
12069,22.91,3,05/17/2022
12070,13.06,3,05/17/2022
12071,18.62,2,05/17/2022
12072,15.82,1,05/17/2022
12073,11.24,3,05/17/2022
12074,9.28,3,05/17/2022
12075,7.64,3,05/17/2022
12076,3.58,2,05/17/2022
12077,17.83,1,05/17/2022
12078,8.17,3,05/17/2022
12079,21.84,2,05/17/2022
12080,16.87,1,05/17/2022
12081,16.83,2,05/17/2022
12082,23.63,3,05/17/2022
12083,14.06,2,05/17/2022
12084,19.58,4,05/17/2022
12085,10.84,3,05/17/2022
12086,10.63,1,05/17/2022
12087,13.46,1,05/17/2022
12088,12.34,3,05/17/2022
12089,11.78,4,05/17/2022
12090,12.47,1,05/17/2022
12091,9.78,4,05/17/2022
12092,8.97,1,05/17/2022
12093,12.66,4,05/17/2022
12094,11.54,1,05/17/2022
12095,16.16,4,05/17/2022
12096,20.47,1,05/17/2022
12097,15.62,3,05/17/2022
12098,9.73,3,05/17/2022
12099,7.57,1,05/17/2022
12100,7.37,2,05/17/2022
12101,16.09,2,05/17/2022
12102,5.35,1,05/17/2022
12103,13.76,1,05/17/2022
12104,16.96,4,05/17/2022
12105,20.57,3,05/17/2022
12106,14.67,3,05/17/2022
12107,14.8,3,05/17/2022
12108,12.67,3,05/17/2022
12109,11.74,1,05/17/2022
12110,16.06,1,05/17/2022
12111,11.79,4,05/17/2022
12112,29.97,2,05/17/2022
12113,6.18,4,05/17/2022
12114,23.72,3,05/17/2022
12115,19.35,2,05/17/2022
12116,9.14,1,05/17/2022
12117,4.19,2,05/17/2022
12118,11.93,3,05/18/2022
12119,12.92,4,05/18/2022
12120,4.78,2,05/18/2022
12121,18.14,2,05/18/2022
12122,5.28,2,05/18/2022
12123,5.88,3,05/18/2022
12124,14.36,4,05/18/2022
12125,4.55,1,05/18/2022
12126,5.19,3,05/18/2022
12127,16.43,4,05/18/2022
12128,2.29,1,05/18/2022
12129,9.45,4,05/18/2022
12130,16.12,1,05/18/2022
12131,12.03,4,05/18/2022
12132,21.87,1,05/18/2022
12133,35.27,3,05/18/2022
12134,22.05,3,05/18/2022
12135,5.98,4,05/18/2022
12136,17.72,1,05/18/2022
12137,12.47,3,05/18/2022
12138,8.18,3,05/18/2022
12139,13.42,1,05/18/2022
12140,21.62,1,05/18/2022
12141,22.11,3,05/18/2022
12142,9.88,3,05/18/2022
12143,13.64,4,05/18/2022
12144,25.11,1,05/18/2022
12145,22.36,1,05/18/2022
12146,9.73,2,05/18/2022
12147,14.39,4,05/18/2022
12148,8.38,2,05/18/2022
12149,8.57,1,05/18/2022
12150,10.83,4,05/18/2022
12151,15.04,3,05/18/2022
12152,17.48,4,05/18/2022
12153,17.95,2,05/18/2022
12154,25.58,4,05/18/2022
12155,4.89,3,05/18/2022
12156,8.98,1,05/18/2022
12157,13.42,4,05/18/2022
12158,8.28,1,05/18/2022
12159,25.7,3,05/18/2022
12160,4.19,3,05/18/2022
12161,12.47,4,05/18/2022
12162,22.77,1,05/18/2022
12163,5.08,3,05/18/2022
12164,11.27,2,05/18/2022
12165,6.18,4,05/18/2022
12166,9.74,3,05/18/2022
12167,16.92,4,05/18/2022
12168,7.45,2,05/18/2022
12169,6.48,1,05/18/2022
12170,23.52,4,05/18/2022
12171,22.36,2,05/18/2022
